timestamps,src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,packet_size,cpu_percent,memory_percent,bytes_sent,bytes_recv,packet_rate,label
2025-06-25T09:44:09.867895,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,24.0,77.6,52044679,755423232,47,normal
2025-06-25T09:44:09.890115,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,101,28.6,77.6,52044679,755423232,47,normal
2025-06-25T09:44:09.909864,0.0.0.0,0.0.0.0,0,0,38:6b:1c:50:4a:24,ff:ff:ff:ff:ff:ff,OTHER,42,18.2,77.6,52044679,755423232,47,normal
2025-06-25T09:44:09.912572,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,101,0.0,77.6,52044679,755423232,48,normal
2025-06-25T09:44:09.935443,0.0.0.0,0.0.0.0,0,0,38:6b:1c:50:4a:24,ff:ff:ff:ff:ff:ff,OTHER,42,28.6,77.6,52055078,755423274,48,normal
2025-06-25T09:44:09.938439,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,179,25.0,77.6,52055078,755423274,49,normal
2025-06-25T09:44:09.957837,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,18.2,77.6,52055078,755423274,49,normal
2025-06-25T09:44:09.982929,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,36.7,77.6,52055078,755423274,48,normal
2025-06-25T09:44:10.003641,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,20.0,77.6,52055078,755423274,48,normal
2025-06-25T09:44:10.025867,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,24.0,77.6,52055078,755423274,48,normal
2025-06-25T09:44:10.047012,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,20.0,77.6,52055078,755423274,48,normal
2025-06-25T09:44:10.075111,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,47.1,77.6,52055078,755423274,49,anomaly
2025-06-25T09:44:10.097989,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1032,22.2,77.6,52055078,755423274,48,normal
2025-06-25T09:44:10.203941,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,7.0,77.6,52055078,755423538,44,normal
2025-06-25T09:44:10.224229,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,21.7,77.6,52055078,755423604,45,normal
2025-06-25T09:44:10.248216,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,24.1,77.6,52055078,755423604,44,normal
2025-06-25T09:44:10.270631,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,25.9,77.6,52055266,755423604,44,normal
2025-06-25T09:44:10.292195,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,26.9,77.6,52055266,755423736,44,normal
2025-06-25T09:44:10.326052,192.168.0.103,18.239.111.4,46660,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,53.5,77.6,52055266,755423736,44,anomaly
2025-06-25T09:44:10.348307,192.168.0.103,18.239.111.4,46658,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,16.7,77.6,52055266,755423736,44,normal
2025-06-25T09:44:10.371844,18.239.111.4,192.168.0.103,443,46660,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,25.0,77.6,52055266,755423736,44,normal
2025-06-25T09:44:10.393369,18.239.111.4,192.168.0.103,443,46658,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,19.2,77.6,52055266,755423736,44,normal
2025-06-25T09:44:10.711941,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,164,7.9,77.7,52055266,755423900,31,normal
2025-06-25T09:44:10.753038,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,12.2,77.7,52055360,755423900,30,normal
2025-06-25T09:44:11.985328,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,179,11.9,77.7,52064699,755423900,1,anomaly
2025-06-25T09:44:12.016850,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,30.8,77.7,52064699,755423900,2,anomaly
2025-06-25T09:44:12.047110,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,28.6,77.7,52064699,755423900,3,normal
2025-06-25T09:44:12.093323,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,61.4,77.7,52064699,755423900,4,anomaly
2025-06-25T09:44:12.126186,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,31.6,77.7,52064699,755423900,5,normal
2025-06-25T09:44:12.155080,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,26.5,77.7,52064699,755423900,6,normal
2025-06-25T09:44:12.176589,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,22.2,77.7,52064699,755423900,7,normal
2025-06-25T09:44:12.356250,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,8.8,77.7,52065759,755424098,8,normal
2025-06-25T09:44:12.376895,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,16.7,77.7,52065759,755424098,9,normal
2025-06-25T09:44:12.402330,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,23.3,77.7,52065759,755424098,10,normal
2025-06-25T09:44:12.419816,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1032,14.3,77.7,52065759,755424098,11,normal
2025-06-25T09:44:12.446088,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,25.8,77.7,52065759,755424164,12,normal
2025-06-25T09:44:12.603346,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,160,12.3,77.7,52065853,755424324,13,normal
2025-06-25T09:44:12.628847,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,23.3,77.7,52065853,755424324,14,normal
2025-06-25T09:44:13.910946,192.168.0.100,239.255.255.250,0,0,90:02:a9:ce:aa:0b,01:00:5e:7f:ff:fa,OTHER,60,13.9,77.4,52065853,755424384,1,anomaly
2025-06-25T09:44:14.342246,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,184,7.6,77.4,52073787,755424384,2,anomaly
2025-06-25T09:44:14.365265,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,21.4,77.4,52073787,755424384,3,normal
2025-06-25T09:44:14.384870,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,16.7,77.4,52073787,755424384,4,normal
2025-06-25T09:44:14.412016,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,25.8,77.4,52073787,755424384,5,normal
2025-06-25T09:44:14.433926,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,19.2,77.4,52073787,755424384,6,normal
2025-06-25T09:44:14.459424,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,29.0,77.4,52073787,755424384,7,normal
2025-06-25T09:44:14.483917,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,84,20.7,77.4,52073787,755424384,8,normal
2025-06-25T09:44:14.619368,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,53.8,77.3,52073787,755424582,9,anomaly
2025-06-25T09:44:14.644798,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,24.1,77.3,52073787,755424582,10,normal
2025-06-25T09:44:14.669563,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,32.3,77.3,52073787,755424582,11,normal
2025-06-25T09:44:14.755972,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,165,8.9,77.4,52073881,755424747,12,normal
2025-06-25T09:44:14.776321,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,20.8,77.3,52074010,755424747,13,normal
2025-06-25T09:44:14.800523,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,101,21.4,77.3,52074010,755424747,14,normal
2025-06-25T09:44:14.933076,0.0.0.0,0.0.0.0,0,0,38:6b:1c:50:4a:24,ff:ff:ff:ff:ff:ff,OTHER,42,12.0,77.3,52074010,755424789,14,normal
2025-06-25T09:44:15.168802,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,7.8,77.4,52074010,755424855,15,normal
2025-06-25T09:44:15.957407,0.0.0.0,0.0.0.0,0,0,38:6b:1c:50:4a:24,ff:ff:ff:ff:ff:ff,OTHER,42,8.5,77.4,52074010,755424939,2,anomaly
2025-06-25T09:44:15.962994,0.0.0.0,0.0.0.0,0,0,38:6b:1c:50:4a:24,ff:ff:ff:ff:ff:ff,OTHER,42,28.6,77.4,52074010,755424939,3,normal
2025-06-25T09:44:16.503003,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,185,5.9,77.4,52083355,755424939,3,normal
2025-06-25T09:44:16.527391,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,24.1,77.4,52083355,755424939,4,normal
2025-06-25T09:44:16.552750,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,23.3,77.4,52083355,755424939,5,normal
2025-06-25T09:44:16.600910,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,53.6,77.4,52083355,755424939,6,anomaly
2025-06-25T09:44:16.622836,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,24.0,77.4,52083355,755424939,7,normal
2025-06-25T09:44:16.643107,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,29.6,77.4,52083355,755424939,8,normal
2025-06-25T09:44:16.665800,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,22.2,77.4,52083355,755424939,9,normal
2025-06-25T09:44:16.819608,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,7.1,77.4,52086979,755425137,10,normal
2025-06-25T09:44:16.844154,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,28.6,77.4,52086979,755425137,11,normal
2025-06-25T09:44:16.863003,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,1494,21.7,77.4,52086979,755425137,12,normal
2025-06-25T09:44:16.886361,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,25.0,77.4,52086979,755425137,13,normal
2025-06-25T09:44:16.908347,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,552,24.0,77.4,52086979,755425203,14,normal
2025-06-25T09:44:16.929006,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,20.0,77.4,52086979,755425203,15,normal
2025-06-25T09:44:16.950281,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,30.8,77.4,52086979,755425203,16,normal
2025-06-25T09:44:16.981177,0.0.0.0,0.0.0.0,0,0,38:6b:1c:50:4a:24,ff:ff:ff:ff:ff:ff,OTHER,42,19.4,77.4,52086979,755425245,15,normal
2025-06-25T09:44:17.061640,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,66,12.4,77.4,52086979,755425311,16,normal
2025-06-25T09:44:17.090143,20.189.173.2,192.168.0.103,443,39388,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,160,38.2,77.5,52086979,755425471,17,normal
2025-06-25T09:44:17.116071,192.168.0.103,20.189.173.2,39388,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,25.0,77.5,52087073,755425471,18,normal
2025-06-25T09:44:17.605552,192.168.0.103,142.250.192.46,50645,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,1292,5.8,77.4,52094906,755425471,15,normal
2025-06-25T09:44:17.627717,192.168.0.103,142.250.192.46,50645,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,1292,19.2,77.4,52094906,755425471,15,normal
2025-06-25T09:44:17.654268,192.168.0.103,142.250.192.46,50645,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,1292,19.4,77.4,52096226,755428219,15,normal
2025-06-25T09:44:17.677000,192.168.0.103,142.250.192.46,50645,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,123,19.2,77.4,52096226,755428219,15,normal
2025-06-26T09:08:13.067054,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,37.4,65.5,29375930,750667195,1,anomaly
2025-06-26T09:08:13.088757,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,11.5,65.5,29376886,750703913,2,anomaly
2025-06-26T09:08:13.105886,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,15.8,65.5,29376886,750703913,3,normal
2025-06-26T09:08:13.122951,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,18.2,65.5,29376886,750703913,4,normal
2025-06-26T09:08:13.140622,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.5,29377312,750733985,5,normal
2025-06-26T09:08:13.159142,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.5,29380175,750810088,6,normal
2025-06-26T09:08:13.176123,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.5,65.5,29380387,750816104,7,normal
2025-06-26T09:08:13.193171,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,10.0,65.5,29380387,750816104,8,normal
2025-06-26T09:08:13.210757,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,9.5,65.5,29380387,750816104,9,normal
2025-06-26T09:08:13.227327,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,10.0,65.5,29380387,750816104,10,normal
2025-06-26T09:08:13.244193,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,5.3,65.5,29380387,750816104,11,normal
2025-06-26T09:08:13.261417,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,19.0,65.6,29380387,750816104,12,normal
2025-06-26T09:08:13.287652,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,50.0,65.7,29380387,750816104,13,anomaly
2025-06-26T09:08:13.306334,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.6,29380387,750816104,14,normal
2025-06-26T09:08:13.323882,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.6,29380812,750845966,15,normal
2025-06-26T09:08:13.340724,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.6,29380918,750847472,16,normal
2025-06-26T09:08:13.358363,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,13.6,65.6,29381913,750915546,17,normal
2025-06-26T09:08:13.375209,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,2938,14.3,65.6,29381913,750915546,18,normal
2025-06-26T09:08:13.392565,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,5.3,65.6,29382451,750945622,19,normal
2025-06-26T09:08:13.410002,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,17.4,65.6,29382561,750945622,20,normal
2025-06-26T09:08:13.426875,192.168.0.103,74.125.169.73,44168,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,81,10.0,65.6,29382683,750948626,21,normal
2025-06-26T09:08:13.443897,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.6,29382683,750948626,22,normal
2025-06-26T09:08:13.460846,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,5.0,65.6,29382683,750948626,23,normal
2025-06-26T09:08:13.478652,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,14.3,65.6,29383970,750994138,24,normal
2025-06-26T09:08:13.496300,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,5.0,65.6,29386282,751047168,25,normal
2025-06-26T09:08:13.513605,192.168.0.103,74.125.169.73,44168,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,86,14.3,65.6,29387395,751071862,26,normal
2025-06-26T09:08:13.532287,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,18.2,65.6,29387712,751074866,27,normal
2025-06-26T09:08:13.551216,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,17.4,65.6,29388570,751105576,28,normal
2025-06-26T09:08:13.569083,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,14.3,65.6,29389437,751135438,29,normal
2025-06-26T09:08:13.586128,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.6,29389907,751148956,30,normal
2025-06-26T09:08:13.603222,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,5.3,65.6,29389907,751148956,31,normal
2025-06-26T09:08:13.620253,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,22.7,65.6,29389907,751148956,32,normal
2025-06-26T09:08:13.638885,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,22.7,65.6,29392090,751232502,33,normal
2025-06-26T09:08:13.656460,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,15.0,65.8,29393669,751267508,34,normal
2025-06-26T09:08:13.674568,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,19.0,65.8,29394094,751280186,35,normal
2025-06-26T09:08:13.691521,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,23.8,65.6,29394412,751287700,36,normal
2025-06-26T09:08:13.708701,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,15.0,65.7,29394412,751287700,37,normal
2025-06-26T09:08:13.726668,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.7,29395318,751334568,38,normal
2025-06-26T09:08:13.743880,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,14.3,65.7,29395530,751337580,39,normal
2025-06-26T09:08:13.760672,192.168.0.103,74.125.169.73,44168,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,81,10.0,65.7,29395530,751337580,40,normal
2025-06-26T09:08:13.777472,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,5.3,65.7,29395530,751337580,41,normal
2025-06-26T09:08:13.797550,192.168.0.103,185.199.111.133,57414,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,16.7,65.7,29395530,751337580,42,normal
2025-06-26T09:08:13.814595,185.199.111.133,192.168.0.103,443,57414,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1506,19.0,65.7,29397083,751414706,43,normal
2025-06-26T09:08:13.831534,192.168.0.103,185.199.111.133,57414,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,66,10.0,65.7,29397083,751414706,44,normal
2025-06-26T09:08:13.848864,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,13.6,65.7,29398138,751484072,45,normal
2025-06-26T09:08:13.865766,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.7,29398138,751484072,46,normal
2025-06-26T09:08:13.882684,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,5.3,65.7,29398138,751484072,47,normal
2025-06-26T09:08:13.899754,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29398138,751484072,48,normal
2025-06-26T09:08:13.916666,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,14.3,65.7,29398138,751484072,49,normal
2025-06-26T09:08:13.933784,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,14.3,65.7,29398138,751484072,50,normal
2025-06-26T09:08:13.950541,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,5.3,65.7,29398138,751484072,51,normal
2025-06-26T09:08:13.968218,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,13.6,65.7,29398563,751540582,52,normal
2025-06-26T09:08:13.985939,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,10.0,65.7,29399649,751583577,53,normal
2025-06-26T09:08:14.003316,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29400640,751628887,54,normal
2025-06-26T09:08:14.020175,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.7,29400640,751628887,55,normal
2025-06-26T09:08:14.038642,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,22.7,65.7,29400640,751640903,56,normal
2025-06-26T09:08:14.056039,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.7,29403364,751718203,57,normal
2025-06-26T09:08:14.073786,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29404327,751741395,57,normal
2025-06-26T09:08:14.090440,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,10.0,65.7,29404327,751741395,57,normal
2025-06-26T09:08:14.107577,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,5.3,65.7,29404542,751752571,57,normal
2025-06-26T09:08:14.124316,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,18.2,65.7,29404542,751752571,57,normal
2025-06-26T09:08:14.141908,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,9.5,65.7,29405957,751792947,57,normal
2025-06-26T09:08:14.159374,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,14.3,65.7,29407214,751839335,57,normal
2025-06-26T09:08:14.176587,23.212.255.136,192.168.0.103,443,59350,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,TCP,1502,10.0,65.7,29407214,751839335,57,normal
2025-06-26T09:08:14.193612,74.125.169.73,192.168.0.103,443,44168,38:6b:1c:50:4a:24,60:e9:aa:84:d4:ff,UDP,1292,10.0,65.7,29407214,751839335,57,normal
2025-06-26T09:08:14.210952,192.168.0.103,23.212.255.136,59350,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,TCP,78,10.0,65.7,29407978,751870913,57,normal
2025-06-26T09:08:14.228718,192.168.0.103,74.125.169.73,44168,443,60:e9:aa:84:d4:ff,38:6b:1c:50:4a:24,UDP,80,22.7,65.6,29410168,751932836,57,normal
